loan_ref,borrower_name,borrower_dob,borrower_email,borrower_phone,co_borrower_name,address_street,address_suburb,address_state,address_postcode,property_type,bedrooms,purchase_price,loan_amount,interest_rate,loan_term_months,interest_type,repayment_type,repayment_frequency,product_name,settlement_date,loan_status,lvr,employer,income_gross_annual,expenses_monthly
MIG-000471,Sarah Murphy,03/08/1959,sarah.murphy@outlook.com,0486779235,Benjamin Murphy,161 George Avenue,Richmond,VIC,3121,Vacant Land,,154100.00,111722.50,7.23,360,Variable,Principal and Interest,Monthly,First Home Buyer Variable,09/08/2023,SETTLED,72.5,Woolworths Group,222923.82,5322.01
MIG-000472,Sandra Gray,13/04/1970,sandra.gray@hotmail.com,0450527410,,60 Victoria Way,Glenorchy,TAS,7010,Townhouse,4,227400.00,188514.60,5.67,360,Variable,Principal and Interest,Monthly,Standard Variable,20/01/2023,SETTLED,82.9,Telstra Corporation,96640.22,4764.43
MIG-000473,Aria Edwards,25/11/1959,aria.edwards@outlook.com,0422664529,William Edwards,37 King Court,Penrith,NSW,2750,Apartment,1,414800.00,358387.20,6.96,360,Variable,Interest Only,Monthly,Low Doc Variable,08/07/2017,APPROVED,86.4,Google Australia,113307.05,6119.05
MIG-000474,Benjamin Thompson,05/12/1957,benjamin.thompson@gmail.com,0430433602,Mary Brown,134 George Street,Chermside,QLD,4032,House,3,738600.00,603436.20,7.41,360,Variable,Principal and Interest,Fortnightly,Standard Variable,15/01/2021,DRAFT,81.7,Wesfarmers,160221.42,3815.46
MIG-000475,Linda Roberts,20/10/1973,linda.roberts@hotmail.com,0480167956,Ashley Roberts,45 Railway Drive,Hawthorn,VIC,3122,Townhouse,1,587300.00,326538.80,7.28,360,Variable,Interest Only,Monthly,Package Variable,20/05/2021,UNDER_ASSESSMENT,55.6,Coles Group,163634.88,5451.02
MIG-000476,Isabella Wilson,22/05/1999,isabella.wilson@yahoo.com.au,0442677707,Isabella Wilson,88 Ocean Lane,Ipswich,QLD,4305,Unit,4,282300.00,173049.90,6.66,360,Variable,Interest Only,Monthly,Low Doc Variable,23/05/2020,Arrears,61.3,Commonwealth Bank,94824.37,5774.28
MIG-000477,Matthew Jones,25/11/1957,matthew.jones@yahoo.com.au,0406168989,,9 Park Place,Mount Barker,SA,5251,Apartment,2,,-414923.00,6.31,360,Fixed,Interest Only,Fortnightly,Investor Variable,18/03/2023,Closed,69.4,Stockland,118700.52,7117.43
MIG-000478,Andrew Cooper,06/07/1965,andrew.cooper@icloud.com,0488126975,,73 Victoria Crescent,Paddington,QLD,4064,Unit,1,277000.00,162322.00,7.18,360,Variable,Principal and Interest,Monthly,Investor Variable,08/01/2017,APPROVED,58.6,Canva,235271.63,4532.91
MIG-000479,Grace Howard,12/04/1989,grace.howard@outlook.com,0491723623,,94 Church Road,Castle Hill,NSW,2154,Apartment,2,474100.00,341826.10,7.08,300,Variable,Principal and Interest,Weekly,First Home Buyer Variable,06/09/2025,DRAFT,72.1,Coles Group,208380.19,4313.41
MIG-000480,Zoe Murphy,1970-10-02,zoe.murphy@gmail.com,0434141732,,70 Railway Street,Rockingham,WA,6168,Apartment,4,263000.00,-377234.00,5.64,360,Variable,Principal and Interest,Fortnightly,Standard Fixed,2019-04-03,UNDER_ASSESSMENT,102.9,BHP Group,223454.73,3975.00
MIG-000481,Ella Murphy,03/07/1987,ella.murphy@hotmail.com,0474965671,John Lee,103 Ocean Close,Toowong,QLD,4066,Unit,1,489300.00,420798.00,6.16,300,Fixed,Principal and Interest,Monthly,First Home Buyer Variable,06/02/2020,APPROVED,86.0,Santos Limited,177578.92,7795.31
MIG-000482,Harper Adams,27/12/1973,harper.adams@hotmail.com,0473277000,Noah Williams,33 William Avenue,Cranbourne,VIC,3977,Unit,4,,275344.20,5.69,360,Variable,Principal and Interest,Monthly,Interest Only Fixed,02/02/2021,APPROVED,74.7,Coles Group,192497.25,4202.00
MIG-000483,Joseph Lee,22/07/1970,joseph.lee@gmail.com,0410885328,Ashley Lee,60 Station Boulevard,Subiaco,WA,6008,Apartment,2,360300.00,232033.20,6.20,360,Split,Principal and Interest,Monthly,Standard Fixed,23/04/2018,DRAFT,64.4,Woodside Energy,216330.71,4795.53
MIG-000484,Christopher Kelly,10/05/1955,christopher.kelly@hotmail.com,0491706609,Charlotte Kelly,65 Victoria Crescent,South Yarra,VIC,3141,House,4,670800.00,629881.20,6.50,120,Variable,Principal and Interest,Weekly,Interest Only Fixed,13/02/2021,UNDER_ASSESSMENT,93.9,Canva,179240.55,7240.86
MIG-000485,Elijah Edwards,07/04/2000,elijah.edwards@gmail.com,0457275851,,129 Ocean Way,Mandurah,WA,6210,Apartment,4,,148160.40,6.06,360,Variable,Principal and Interest,Monthly,Package Variable,17/12/2019,UNDER_ASSESSMENT,79.4,ANZ Banking Group,197084.29,5532.23
MIG-000486,Ava Williams,1966-12-19,ava.williams@yahoo.com.au,0487455098,,190 Charles Drive,Belconnen,ACT,2617,House,1,,466432.00,7.33,360,Fixed,Principal and Interest,Fortnightly,Standard Fixed,2021-02-15,UNDER_ASSESSMENT,64.0,Macquarie Group,109246.05,3024.43
MIG-000487,Elizabeth Green,31/02/2020,,0463173638,,27 Main Avenue,Chermside,QLD,4032,Unit,3,387800.00,284257.40,5.63,360,Variable,Principal and Interest,Monthly,Package Variable,31/02/2020,APPROVED,73.3,Commonwealth Bank,220346.74,4966.83
MIG-000488,Matthew Cox,07/09/1987,,0410930719,Chloe Cox,21 Church Drive,Glenelg,SA,5045,Townhouse,4,400000.00,319200.00,6.96,360,Fixed,Principal and Interest,Fortnightly,Package Fixed,21/06/2021,SETTLED,130.0,Woolworths Group,103679.88,3047.89
MIG-000489,Barbara Wright,23/12/1998,barbara.wright@gmail.com,0403714665,,29 Victoria Place,,VIC,3122,House,2,347500.00,208847.50,5.94,360,Variable,Principal and Interest,Monthly,Interest Only Variable,02/10/2018,DRAFT,60.1,,151284.29,6787.55
MIG-000490,David Campbell,04/11/1957,david.campbell@gmail.com,0491974399,,174 Wattle Street,Newtown,NSW,2042,House,4,719300.00,609966.40,7.09,360,Fixed,Principal and Interest,Monthly,Standard Fixed,01/04/2021,APPROVED,84.8,Google Australia,171121.99,5083.22
MIG-000491,Liam Mitchell,10/08/1965,,0454777141,,18 George Boulevard,Claremont,WA,6010,House,1,688200.00,439759.80,6.84,360,Variable,Principal and Interest,Fortnightly,Package Fixed,16/04/2016,APPROVED,63.9,Woodside Energy,159278.35,4151.52
MIG-000492,Lily Robinson,24/06/1992,lily.robinson@gmail.com,0417116436,Mason Robinson,1 Wattle Lane,Bondi,NSW,2026,Townhouse,4,447600.00,339728.40,7.31,300,Fixed,Principal and Interest,Monthly,Package Variable,21/11/2021,APPROVED,75.9,Telstra Corporation,138975.42,7909.61
MIG-000493,Lisa Williams,08/11/1978,lisa.williams@yahoo.com.au,0419370289,,159 Bridge Drive,Chatswood,NSW,2067,Unit,3,374000.00,197098.00,7.41,360,Variable,Principal and Interest,Monthly,Interest Only Variable,06/07/2017,UNDER_ASSESSMENT,52.7,University of Sydney,208761.40,3330.23
MIG-000494,Lily Jones,21/02/1968,lily.jones@icloud.com,0464501454,Liam Ward,170 Banksia Boulevard,Epping,NSW,2121,Unit,4,410000.00,309550.00,6.10,360,Variable,Principal and Interest,Monthly,Package Fixed,28/03/2021,APPROVED,75.5,NSW Health,174396.43,4645.18
MIG-000495,James Thomas,11/04/1993,james.thomas@gmail.com,0462344920,,123 William Boulevard,Tuggeranong,ACT,2900,House,2,687000.00,506319.00,5.77,360,Split,Principal and Interest,Monthly,Interest Only Fixed,19/09/2020,DRAFT,73.7,Woodside Energy,143084.00,4671.30
MIG-000496,Olivia Hall,1961-01-05,olivia.hall@gmail.com,0452989203,,82 Main Place,Scarborough,WA,6019,House,3,290100.00,200459.10,6.37,360,Fixed,Principal and Interest,Weekly,Interest Only Variable,2016-11-25,Closed,69.1,Telstra Corporation,103970.27,4411.38
MIG-000497,  Susan Cox,12/10/1970,susan.cox@gmail.com,0417139653,,117 Victoria Parade,Surry Hills,NSW,2010,Unit,2,614600.00,397646.20,7.31,360,Fixed,Principal and Interest,Monthly,Package Fixed,09/11/2024,DRAFT,64.7,NSW Health,127185.13,4908.45
MIG-000498,Harper Kelly,27/07/1989,harper.kelly@gmail.com,0491933880,Grace Kelly,161 King Street,Richmond,VIC,3121,Townhouse,4,445600.00,312811.20,6.05,360,Variable,Principal and Interest,Fortnightly,First Home Buyer Variable,01/10/2019,Arrears,70.2,Stockland,157141.07,2515.15
MIG-000499,Olivia Cook,18/08/1985,olivia.cook@yahoo.com.au,0496359573,,12 Charles Way,Penrith,NSW,2750,Apartment,1,441100.00,261572.30,5.95,360,Variable,Principal and Interest,Weekly,Low Doc Variable,22/07/2018,SETTLED,59.3,Coles Group,237986.29,7621.60
MIG-000500,Chloe Wright,04/12/1983,chloe.wright@yahoo.com.au,0472680598,,6 Railway Road,Joondalup,WA,6027,House,3,651800.00,445179.40,5.54,360,Variable,Principal and Interest,Fortnightly,First Home Buyer Variable,09/11/2020,Active,68.3,Mirvac Group,170121.78,4248.59
